CODI_DISTRICTE,DISTRICTE,ANY_DATA_TANCAMENT,DETALL,BARRI,FITXA_ID,LATITUD,AREA,COORDENADA_Y,COORDENADA_X,LONGITUD,DIA_DATA_ALTA,CANALS_RESPOSTA,NUMERO,ELEMENT,SECCIO_CENSAL,MES_DATA_TANCAMENT,TIPUS_VIA,ANY_DATA_ALTA,MES_DATA_ALTA,SUPORT,CARRER,CODI_BARRI,_id,TIPUS,DIA_DATA_TANCAMENT
3,Sants-Montjuïc,2018,Enllumenat incidències,Sants,573999,41.37514,Manteniment de l'espai urbà,80970164,27527994,2.13223,13,EMAIL,25,Enllumenat públic,95,1,Riera,2017,12,WEB,Escuder,18,51,INCIDENCIA,2
,,2018,Carpeta ciutadà,,573908,,Portal de tràmits,,,,13,EMAIL,,Relacions amb l'Ajuntament,,1,,2017,12,WEB,,,52,CONSULTA,2
,,2018,Sol·licitud targeta vehicle elèctric,,573996,,Gestions municipals,,,,14,EMAIL,,Mobilitat,,1,,2017,12,TELÈFON,,,53,PETICIO DE SERVEI,2
,,2018,Atenció Serveis Socials a persones sense sostre,,573793,,Serveis socials,,,,14,NO VOL RESPOSTA,,Problemàtiques socials a l'espai públic,,1,,2017,12,TELÈFON,,,54,SUGGERIMENT,2
,,2018,Portal de tràmits,,573962,,Portal de tràmits,,,,14,EMAIL,,Relacions amb l'Ajuntament,,1,,2017,12,WEB,,,55,CONSULTA,2
,,2018,Carpeta ciutadà,,573959,,Portal de tràmits,,,,14,EMAIL,,Relacions amb l'Ajuntament,,1,,2017,12,WEB,,,56,CONSULTA,2
,,2018,Sol·licitud targeta vehicle elèctric,,574000,,Gestions municipals,,,,15,EMAIL,,Mobilitat,,1,,2017,12,WEB,,,57,PETICIO DE SERVEI,2
,,2018,Sol·licitud targeta vehicle elèctric,,574005,,Gestions municipals,,,,17,EMAIL,,Mobilitat,,1,,2017,12,WEB,,,58,PETICIO DE SERVEI,2
,,2018,Sol·licitud targeta vehicle elèctric,,574004,,Gestions municipals,,,,17,EMAIL,,Mobilitat,,1,,2017,12,WEB,,,59,PETICIO DE SERVEI,2
,,2018,Estat de la meva sol·licitud,,574038,,Transports públics,,,,17,SMS,,Targeta T16,,1,,2017,12,TELÈFON,,,60,INCIDENCIA,2
5,Sarrià-Sant Gervasi,2018,Enllumenat incidències,"Vallvidrera, el Tibidabo i les Planes",574034,41.42249,Manteniment de l'espai urbà,86266633,23660086,2.08531,17,EMAIL,42,Enllumenat públic,1,1,Camí,2017,12,TELÈFON,Can Castellví,22,61,INCIDENCIA,2
,,2018,Sol·licitud targeta vehicle elèctric,,574023,,Gestions municipals,,,,18,EMAIL,,Mobilitat,,1,,2017,12,WEB,,,62,PETICIO DE SERVEI,2
,,2018,Vehicle elèctric incidències,,574016,,Mobilitat,,,,18,EMAIL,,Vehicles elèctrics,,1,,2017,12,TELÈFON,,,63,INCIDENCIA,2
,,2018,Estat de la meva sol·licitud,,573766,,Transports públics,,,,18,EMAIL,,Targeta T16,,1,,2017,12,TELÈFON,,,64,INCIDENCIA,2
,,2018,Estat de la meva sol·licitud,,574035,,Transports públics,,,,18,EMAIL,,Targeta T16,,1,,2017,12,TELÈFON,,,65,INCIDENCIA,2
,,2018,Vehicle elèctric incidències,,574033,,Mobilitat,,,,18,EMAIL,,Vehicles elèctrics,,1,,2017,12,TELÈFON,,,66,INCIDENCIA,2
7,Horta-Guinardó,2018,Enllumenat incidències,el Guinardó,573978,41.4196,Manteniment de l'espai urbà,85872260,30973950,2.17287,18,IMMEDIATA,184,Enllumenat públic,32,1,Avinguda,2017,12,TELÈFON,Mare de Déu de Montserrat,35,67,INCIDENCIA,2
,,2018,Problemes / desacord procediment pagament,,574133,,Mobilitat,,,,18,EMAIL,,Àrea verda,,1,,2017,12,WEB,,,68,QUEIXA,2
,,2018,Disconforme política targeta T16,,573763,,Transports públics,,,,18,EMAIL,,Targeta T16,,1,,2017,12,TELÈFON,,,69,QUEIXA,2
,,2018,Estat de la meva sol·licitud,,573762,,Transports públics,,,,18,EMAIL,,Targeta T16,,1,,2017,12,TELÈFON,,,70,INCIDENCIA,2
,,2018,Estat de la meva sol·licitud,,574048,,Transports públics,,,,18,NO VOL RESPOSTA,,Targeta T16,,1,,2017,12,TELÈFON,,,72,INCIDENCIA,2
,,2018,Estat de la meva sol·licitud,,574050,,Transports públics,,,,18,SMS,,Targeta T16,,1,,2017,12,TELÈFON,,,73,INCIDENCIA,2
,,2018,Estat de la meva sol·licitud,,574064,,Transports públics,,,,18,EMAIL,,Targeta T16,,1,,2017,12,WEB,,,74,INCIDENCIA,2
,,2018,Estat de la meva sol·licitud,,574067,,Transports públics,,,,18,SMS,,Targeta T16,,1,,2017,12,TELÈFON,,,75,INCIDENCIA,2
,,2018,Estat de la meva sol·licitud,,574069,,Transports públics,,,,18,EMAIL,,Targeta T16,,1,,2017,12,TELÈFON,,,76,INCIDENCIA,2
,,2018,Restauració,,574076,,Oci / lleure,,,,18,EMAIL,,Tibidabo,,1,,2017,12,FULLS QUEIXES I SUGGERIMENTS,,,77,INCIDENCIA,2
,,2018,Recinte,,574082,,Oci / lleure,,,,18,EMAIL,,Tibidabo,,1,,2017,12,FULLS QUEIXES I SUGGERIMENTS,,,78,INCIDENCIA,2
,,2018,Atraccions,,574083,,Oci / lleure,,,,18,CARTA,,Tibidabo,,1,,2017,12,FULLS QUEIXES I SUGGERIMENTS,,,79,INCIDENCIA,2
,,2018,Serveis Tibidabo,,574084,,Oci / lleure,,,,18,EMAIL,,Tibidabo,,1,,2017,12,FULLS QUEIXES I SUGGERIMENTS,,,80,INCIDENCIA,2
,,2018,Espectacles,,574085,,Oci / lleure,,,,18,EMAIL,,Tibidabo,,1,,2017,12,FULLS QUEIXES I SUGGERIMENTS,,,81,INCIDENCIA,2
,,2018,Disconforme procediment de gestió,,573767,,Transports públics,,,,18,SMS,,Targeta T16,,1,,2017,12,TELÈFON,,,82,QUEIXA,2
,,2018,Espectacles,,574086,,Oci / lleure,,,,18,CARTA,,Tibidabo,,1,,2017,12,FULLS QUEIXES I SUGGERIMENTS,,,83,INCIDENCIA,2
,,2018,Estat de la meva sol·licitud,,573754,,Transports públics,,,,18,SMS,,Targeta T16,,1,,2017,12,TELÈFON,,,84,INCIDENCIA,2
,,2018,Estat de la meva sol·licitud,,573756,,Transports públics,,,,18,EMAIL,,Targeta T16,,1,,2017,12,WEB,,,85,INCIDENCIA,2
,,2018,Estat de la meva sol·licitud,,573783,,Transports públics,,,,18,EMAIL,,Targeta T16,,1,,2017,12,TELÈFON,,,86,INCIDENCIA,2
,,2018,Atenció Serveis Socials a persones sense sostre,,573789,,Serveis socials,,,,18,NO VOL RESPOSTA,,Problemàtiques socials a l'espai públic,,1,,2017,12,TELÈFON,,,87,SUGGERIMENT,2
,,2018,Estat de la meva sol·licitud,,573758,,Transports públics,,,,18,SMS,,Targeta T16,,1,,2017,12,TELÈFON,,,88,INCIDENCIA,2
,,2018,Estat de la meva sol·licitud,,573759,,Transports públics,,,,18,EMAIL,,Targeta T16,,1,,2017,12,TELÈFON,,,89,INCIDENCIA,2
,,2018,Estat de la meva sol·licitud,,573761,,Transports públics,,,,18,EMAIL,,Targeta T16,,1,,2017,12,TELÈFON,,,90,INCIDENCIA,2
,,2018,Atenció Serveis Socials a persones sense sostre,,573779,,Serveis socials,,,,19,NO VOL RESPOSTA,,Problemàtiques socials a l'espai públic,,1,,2017,12,TELÈFON,,,91,SUGGERIMENT,2
,,2018,Consulta sobre l'Arxiu Contemporàni de Barcelona,,573823,,Cultura,,,,19,EMAIL,,Arxiu Municipal Contemporani de Barcelona,,1,,2017,12,WEB,,,92,CONSULTA,2
,,2018,Sol·licitud targeta vehicle elèctric,,574046,,Gestions municipals,,,,19,EMAIL,,Mobilitat,,1,,2017,12,WEB,,,93,PETICIO DE SERVEI,2
,,2018,Portal de tràmits,,573949,,Portal de tràmits,,,,19,EMAIL,,Relacions amb l'Ajuntament,,1,,2017,12,WEB,,,94,CONSULTA,2
3,Sants-Montjuïc,2018,Vorera incidències,la Marina de Port,574014,41.3658,Manteniment de l'espai urbà,79927949,28049327,2.13858,19,EMAIL,4,Voreres,36,1,Carrer,2017,12,TELÈFON,Química,13,95,INCIDENCIA,2
,,2018,Carpeta ciutadà,,573981,,Portal de tràmits,,,,20,EMAIL,,Relacions amb l'Ajuntament,,1,,2017,12,WEB,,,96,CONSULTA,2
,,2018,Consultes sobre escoles bressol municipals,,573795,,Educació,,,,20,EMAIL,,Escoles bressol municipals,,1,,2017,12,WEB,,,97,CONSULTA,2
5,Sarrià-Sant Gervasi,2018,Senyalització vertical incidències,Sant Gervasi - Galvany,573773,41.40066,Manteniment de l'espai urbà,83791640,28735278,2.14633,20,EMAIL,115,Senyalització vertical trànsit,73,1,Via,2017,12,TELÈFON,Augusta,26,98,INCIDENCIA,2
3,Sants-Montjuïc,2018,Vorera incidències,Sants,573977,41.37713,Manteniment de l'espai urbà,81187120,27864235,2.13622,20,SMS,55,Voreres,108,1,Carrer,2017,12,TELÈFON,Alcolea,18,99,INCIDENCIA,2
,,2018,Portal de tràmits,,573961,,Portal de tràmits,,,,20,EMAIL,,Relacions amb l'Ajuntament,,1,,2017,12,WEB,,,100,CONSULTA,2
