CODI_DISTRICTE,DISTRICTE,ANY_DATA_TANCAMENT,DETALL,BARRI,FITXA_ID,LATITUD,AREA,COORDENADA_Y,COORDENADA_X,LONGITUD,DIA_DATA_ALTA,CANALS_RESPOSTA,NUMERO,ELEMENT,SECCIO_CENSAL,MES_DATA_TANCAMENT,TIPUS_VIA,ANY_DATA_ALTA,MES_DATA_ALTA,SUPORT,CARRER,CODI_BARRI,_id,TIPUS,DIA_DATA_TANCAMENT
6,Gràcia,2014,Serveis neteja i recollida,la Vila de Gràcia,68531,41.40482993,Prevenció i seguretat,4584037.315,429967.6769,2.162144729,10,EMAIL,99,Molèsties soroll a la via pública,63,8,Carrer,2014,8,WEB,Ramón y Cajal,31,22,QUEIXA,13
9,Sant Andreu,2014,Arbrat tractament plaga o malura,la Trinitat Vella,68444,41.45183049,Manteniment de l'espai urbà,4589230.661,432609.4964,2.193169045,10,NO VOL RESPOSTA,45,Arbrat,2,8,Via,2014,8,TELÈFON,Bàrcino,57,23,INCIDENCIA,13
5,Sarrià-Sant Gervasi,2014,Arbrat tractament plaga o malura,Sarrià,68510,41.39743574,Manteniment de l'espai urbà,4583247.984,426768.7889,2.123973438,10,EMAIL,7,Arbrat,11,8,Plaça,2014,8,WEB,Sant Vicenç de Sarrià,23,24,INCIDENCIA,13
5,Sarrià-Sant Gervasi,2014,Molèsties gossos a la via pública i/o parcs,Sant Gervasi - la Bonanova,68603,,Prevenció i seguretat,,,,10,NO VOL RESPOSTA,,Incompliment d'ordenances a l'espai públic,33,8,,2014,8,TELÈFON,,25,25,QUEIXA,13
,,2014,Portal de tràmits,,68467,,Portal de tràmits,,,,11,EMAIL,,Relacions amb l'Ajuntament,,8,,2014,8,WEB,,,26,CONSULTA,13
10,Sant Martí,2014,Arbrat sol·licitud poda per molèsties,el Besòs i el Maresme,68469,41.41476647,Manteniment de l'espai urbà,4585095.815,434756.1803,2.219314183,11,SMS,6,Arbrat,81,8,Carrer,2014,8,TELÈFON,Tessàlia,70,27,INCIDENCIA,13
2,Eixample,2014,Bujol nou,Sant Antoni,68470,41.38045364,Recollida i neteja de l'espai urbà,4581330.501,430002.9124,2.162879079,11,EMAIL,1,Recollida comercial,166,8,Carrer,2014,8,TELÈFON,Villarroel,10,28,SUGGERIMENT,13
3,Sants-Montjuïc,2014,Arbrat tractament plaga o malura,la Marina de Port,68475,41.35782384,Manteniment de l'espai urbà,4578841.573,427596.4718,2.134399865,11,EMAIL,1,Arbrat,26,8,Carrer,2014,8,TELÈFON,Platí,13,29,INCIDENCIA,13
7,Horta-Guinardó,2014,Disconforme servei de neteja carrers / places,la Teixonera,68477,41.42191906,Recollida i neteja de l'espai urbà,4585946.816,428727.9174,2.147089067,11,CARTA,51,Neteja carrers i/o places,85,8,Carrer,2014,8,TELÈFON,Santa Rosalia,38,30,QUEIXA,13
3,Sants-Montjuïc,2014,Arbrat tractament plaga o malura,la Marina de Port,68481,41.35759669,Manteniment de l'espai urbà,4578816.527,427578.9396,2.134193276,11,SMS,1,Arbrat,26,8,Carrer,2014,8,TELÈFON,Bronze,13,31,INCIDENCIA,13
3,Sants-Montjuïc,2014,Arbrat tractament plaga o malura,la Marina de Port,68482,41.35732339,Manteniment de l'espai urbà,4578785.228,427674.6785,2.135341457,11,SMS,34,Arbrat,26,8,Carrer,2014,8,TELÈFON,Alumini,13,32,INCIDENCIA,13
,,2014,Portal de tràmits,,68441,,Portal de tràmits,,,,11,EMAIL,,Relacions amb l'Ajuntament,,8,,2014,8,WEB,,,33,CONSULTA,13
4,Les Corts,2014,"Persones, col·lectius molestant espai públic",les Corts,68675,,Prevenció i seguretat,,,,11,NO VOL RESPOSTA,,Molèsties espai públic,11,8,,2014,8,TELÈFON,,19,34,QUEIXA,13
7,Horta-Guinardó,2014,Zona gossos elements incidències,la Vall d'Hebron,68612,41.43371694,Manteniment de l'espai urbà,4587254.49,428956.1557,2.149666431,11,EMAIL,0,Zona gossos,98,8,Plaça,2014,8,TELÈFON,Joan Cornudella,41,35,INCIDENCIA,13
3,Sants-Montjuïc,2014,"Orins, excrements humans",la Marina de Port,68627,41.36353083,Recollida i neteja de l'espai urbà,4579475.024,427615.5616,2.134552477,11,NO VOL RESPOSTA,120,Neteja carrers i/o places,28,8,Gran Via,2014,8,TELÈFON,Corts Catalanes,13,36,INCIDENCIA,13
6,Gràcia,2014,Bujol no han passat a buidar,la Vila de Gràcia,68446,41.39752751,Recollida i neteja de l'espai urbà,4583231.665,429439.0499,2.155914883,11,EMAIL,14,Recollida comercial,44,8,Carrer,2014,8,TELÈFON,Doctor Rizal,31,37,QUEIXA,13
,,2014,Portal de tràmits,,68449,,Portal de tràmits,,,,11,EMAIL,,Relacions amb l'Ajuntament,,8,,2014,8,WEB,,,38,CONSULTA,13
,,2014,Portal de tràmits,,68439,,Portal de tràmits,,,,11,EMAIL,,Relacions amb l'Ajuntament,,8,,2014,8,WEB,,,39,CONSULTA,13
10,Sant Martí,2014,Arbrat sol·licitud poda per molèsties,Sant Martí de Provençals,68417,41.4157756,Manteniment de l'espai urbà,4585220.63,433354.1711,2.202526,11,NO VOL RESPOSTA,1063,Arbrat,122,8,Gran Via,2014,8,TELÈFON,Corts Catalanes,72,40,INCIDENCIA,13
7,Horta-Guinardó,2014,Contenidor escombraries incidències,la Vall d'Hebron,68419,41.42438387,Recollida i neteja de l'espai urbà,4586221.529,428621.8554,2.145787534,11,SMS,12,Recollida brossa domiciliària,101,8,Carrer,2014,8,TELÈFON,Coll i Alentorn,41,41,INCIDENCIA,13
1,Ciutat Vella,2014,Pilones incidències,"Sant Pere, Santa Caterina i la Ribera",68664,41.38518355,Manteniment de l'espai urbà,4581843.535,431269.1142,2.177962351,11,NO VOL RESPOSTA,21,Pilones,47,8,Carrer,2014,8,TELÈFON,Mercaders,4,42,INCIDENCIA,13
7,Horta-Guinardó,2014,Contenidor escombraries desplaçat,el Carmel,68421,41.42262517,Recollida i neteja de l'espai urbà,4586017.757,429489.2242,2.156190377,11,EMAIL,36,Recollida brossa domiciliària,68,8,Carrer,2014,8,TELÈFON,Conca de Tremp,37,43,INCIDENCIA,13
10,Sant Martí,2014,Jocs infantils incidències,el Besòs i el Maresme,68410,41.41660878,Manteniment de l'espai urbà,4585305.096,434233.3151,2.213035563,11,NO VOL RESPOSTA,0,Jocs infantils,85,8,Plaça,2014,8,TELÈFON,Germans Serra,70,44,INCIDENCIA,13
,,2014,Portal de tràmits,,68411,,Portal de tràmits,,,,11,EMAIL,,Relacions amb l'Ajuntament,,8,,2014,8,WEB,,,45,CONSULTA,13
9,Sant Andreu,2014,Jocs infantils incidències,la Trinitat Vella,68412,41.44988813,Manteniment de l'espai urbà,4589016.672,432430.5945,2.191051296,11,NO VOL RESPOSTA,0,Jocs infantils,4,8,Plaça,2014,8,TELÈFON,Trinitat,57,46,INCIDENCIA,13
7,Horta-Guinardó,2014,Petició reg puntual,el Guinardó,68413,41.42076688,Recollida i neteja de l'espai urbà,4585792.807,431427.3145,2.179406892,11,SMS,25,Neteja carrers i/o places,42,8,Carrer,2014,8,TELÈFON,Garrotxa,35,47,INCIDENCIA,13
7,Horta-Guinardó,2014,Objectes a netejar / retirar,el Carmel,68414,41.42262517,Recollida i neteja de l'espai urbà,4586017.757,429489.2242,2.156190377,11,EMAIL,36,Neteja carrers i/o places,68,8,Carrer,2014,8,TELÈFON,Conca de Tremp,37,48,INCIDENCIA,13
10,Sant Martí,2014,Parcs jardins i zones verdes fuites aigua,la Verneda i la Pau,68415,41.42193023,Manteniment de l'espai urbà,4585898.875,433909.5211,2.209096513,11,NO VOL RESPOSTA,281,Parcs jardins i zones verdes,142,8,Carrer,2014,8,TELÈFON,Andrade,73,49,INCIDENCIA,13
1,Ciutat Vella,2014,Sacs i contenidors runa incidències,el Barri Gòtic,68399,41.38345271,Recollida i neteja de l'espai urbà,4581650.467,431363.5829,2.179113978,11,SMS,5,Sacs i contenidors runa,26,8,Plaça,2014,8,TELÈFON,Emili Vilanova,2,50,INCIDENCIA,13
4,Les Corts,2014,Arbrat incidències,la Maternitat i Sant Ramon,68500,41.38321948,Manteniment de l'espai urbà,4581666.733,427048.2344,2.12750637,11,EMAIL,57,Arbrat,84,8,Gran Via,2014,8,WEB,Carles III,20,51,INCIDENCIA,13
4,Les Corts,2014,Parcs jardins i zones verdes incidències,les Corts,68506,41.38125509,Manteniment de l'espai urbà,4581445.499,427359.6372,2.131256816,11,EMAIL,3,Parcs jardins i zones verdes,35,8,Carrer,2014,8,TELÈFON,Lluçà,19,52,INCIDENCIA,13
9,Sant Andreu,2014,Arbrat incidències,Sant Andreu,68532,41.43425965,Manteniment de l'espai urbà,4587284.086,432149.5689,2.187881738,11,EMAIL,36,Arbrat,44,8,Carrer,2014,8,TELÈFON,Rubén Darío,60,53,INCIDENCIA,13
9,Sant Andreu,2014,Arbrat sol·licitud poda per molèsties,la Sagrera,68533,41.41933545,Manteniment de l'espai urbà,4585625.605,432305.8085,2.189937322,11,EMAIL,64,Arbrat,64,8,Carrer,2014,8,WEB,Josep Estivill,61,54,INCIDENCIA,13
,,2014,Portal de tràmits,,68582,,Portal de tràmits,,,,11,EMAIL,,Relacions amb l'Ajuntament,,8,,2014,8,WEB,,,55,CONSULTA,13
3,Sants-Montjuïc,2014,Contenidor escombraries incidències,Hostafrancs,68587,41.37398648,Recollida i neteja de l'espai urbà,4580629.097,428300.8924,2.142609128,11,NO VOL RESPOSTA,64,Recollida brossa domiciliària,52,8,Carrer,2014,8,TELÈFON,Moianès,15,56,INCIDENCIA,13
1,Ciutat Vella,2014,Disconforme servei de neteja carrers / places,la Barceloneta,68564,41.38057603,Recollida i neteja de l'espai urbà,4581321.3,432403.45,2.191586228,11,NO VOL RESPOSTA,53,Neteja carrers i/o places,36,8,Carrer,2014,8,TELÈFON,Andrea Dòria,3,57,QUEIXA,13
7,Horta-Guinardó,2014,Vorera incidències,Can Baró,68605,41.41553562,Manteniment de l'espai urbà,4585222.416,430335.0044,2.166402489,11,SMS,5,Voreres,26,8,Carrer,2014,8,TELÈFON,Francesc Alegre,34,58,INCIDENCIA,13
5,Sarrià-Sant Gervasi,2014,Arbrat tractament plaga o malura,el Putxet i el Farró,68514,41.40466152,Manteniment de l'espai urbà,4584031.909,428606.6007,2.145863394,11,SMS,50,Arbrat,85,8,Carrer,2014,8,TELÈFON,Septimània,27,59,INCIDENCIA,13
4,Les Corts,2014,Bujol incidències,les Corts,68644,41.38835057,Recollida i neteja de l'espai urbà,4582234.051,427285.649,2.130277415,11,IMMEDIATA,10,Recollida comercial,27,8,Carrer,2014,8,TELÈFON,Gandesa,19,60,INCIDENCIA,13
10,Sant Martí,2014,Enllumenat incidències,Sant Martí de Provençals,68656,41.41880508,Manteniment de l'espai urbà,4585560.735,432948.6021,2.197635776,11,IMMEDIATA,263,Enllumenat públic,115,8,Carrer,2014,8,TELÈFON,Treball,72,61,INCIDENCIA,13
9,Sant Andreu,2014,Arbrat sol·licitud poda per molèsties,Sant Andreu,68461,41.44041594,Manteniment de l'espai urbà,4587965.863,432336.3684,2.190041029,11,EMAIL,42,Arbrat,37,8,Carrer,2014,8,WEB,Lanzarote,60,62,INCIDENCIA,13
2,Eixample,2014,Disconforme servei de neteja carrers / places,la Nova Esquerra de l'Eixample,68459,41.38703908,Recollida i neteja de l'espai urbà,4582070.613,429083.6946,2.15180034,11,EMAIL,149,Neteja carrers i/o places,118,8,Carrer,2014,8,WEB,Comte d'Urgell,9,63,QUEIXA,13
10,Sant Martí,2014,Bujol incidències,la Verneda i la Pau,68458,41.41893647,Recollida i neteja de l'espai urbà,4585570.013,433524.291,2.204523044,11,IMMEDIATA,211,Recollida comercial,127,8,Carrer,2014,8,TELÈFON,Puigcerdà,73,64,INCIDENCIA,13
7,Horta-Guinardó,2014,Arbrat incidències,la Font d'en Fargues,68455,41.42603122,Manteniment de l'espai urbà,4586391.024,429994.4108,2.162192159,11,EMAIL,41,Arbrat,57,8,Carrer,2014,8,TELÈFON,Peris i Mencheta,36,65,INCIDENCIA,13
1,Ciutat Vella,2014,Disconforme servei de neteja carrers / places,"Sant Pere, Santa Caterina i la Ribera",68452,41.38799417,Recollida i neteja de l'espai urbà,4582153.631,431476.3789,2.180405967,11,EMAIL,6,Neteja carrers i/o places,53,8,Plaça,2014,8,TELÈFON,Sant Agustí Vell,4,66,QUEIXA,13
7,Horta-Guinardó,2014,Disconforme servei de neteja carrers / places,la Teixonera,68509,41.42355592,Recollida i neteja de l'espai urbà,4586130.011,428580.3776,2.145302014,11,EMAIL,84,Neteja carrers i/o places,88,8,Carrer,2014,8,TELÈFON,Segur,38,67,QUEIXA,13
,,2014,Portal de tràmits,,68420,,Portal de tràmits,,,,11,EMAIL,,Relacions amb l'Ajuntament,,8,,2014,8,WEB,,,68,CONSULTA,13
1,Ciutat Vella,2014,Contenidors brossa neta incidències,"Sant Pere, Santa Caterina i la Ribera",68454,41.38636314,Recollida i neteja de l'espai urbà,4581974.335,431286.8463,2.178159574,12,EMAIL,16,Recollida brossa neta,47,8,Avinguda,2014,8,TELÈFON,Francesc Cambó,4,69,INCIDENCIA,13
2,Eixample,2014,Contenidor escombraries incidències,l'Antiga Esquerra de l'Eixample,68465,41.39215266,Recollida i neteja de l'espai urbà,4582632.705,429664.6977,2.158683481,12,EMAIL,115,Recollida brossa domiciliària,88,8,Carrer,2014,8,TELÈFON,Balmes,8,70,INCIDENCIA,13
2,Eixample,2014,Neteja forat arbre,la Nova Esquerra de l'Eixample,68466,41.38360611,Recollida i neteja de l'espai urbà,4581691.64,428860.6754,2.149177682,12,EMAIL,56,Neteja carrers i/o places,121,8,Carrer,2014,8,WEB,Mallorca,9,71,INCIDENCIA,13
,,2014,Portal de tràmits,,68471,,Portal de tràmits,,,,12,EMAIL,,Relacions amb l'Ajuntament,,8,,2014,8,WEB,,,72,CONSULTA,13
6,Gràcia,2014,Sacs i contenidors runa incidències,la Vila de Gràcia,68472,41.40297891,Recollida i neteja de l'espai urbà,4583834.221,429717.6279,2.159177075,12,NO VOL RESPOSTA,41,Sacs i contenidors runa,54,8,Carrer,2014,8,TELÈFON,Ramón y Cajal,31,73,INCIDENCIA,13
10,Sant Martí,2014,Arbrat sol·licitud poda per molèsties,el Parc i la Llacuna del Poblenou,68473,41.40305577,Manteniment de l'espai urbà,4583815.155,432621.2123,2.193912848,12,NO VOL RESPOSTA,133,Arbrat,42,8,Carrer,2014,8,WEB,Roc Boronat,66,74,INCIDENCIA,13
3,Sants-Montjuïc,2014,Arbrat tractament plaga o malura,la Marina de Port,68483,41.35782384,Manteniment de l'espai urbà,4578841.573,427596.4718,2.134399865,12,SMS,1,Arbrat,26,8,Carrer,2014,8,TELÈFON,Platí,13,75,INCIDENCIA,13
3,Sants-Montjuïc,2014,Arbrat tractament plaga o malura,la Marina de Port,68485,41.35782384,Manteniment de l'espai urbà,4578841.573,427596.4718,2.134399865,12,SMS,1,Arbrat,26,8,Carrer,2014,8,TELÈFON,Platí,13,76,INCIDENCIA,13
3,Sants-Montjuïc,2014,Arbrat tractament plaga o malura,Sants,68487,41.37420552,Manteniment de l'espai urbà,4580659.315,427707.0187,2.135504648,12,SMS,14,Arbrat,100,8,Carrer,2014,8,TELÈFON,Finlàndia,18,77,INCIDENCIA,13
3,Sants-Montjuïc,2014,Arbrat emergències (perill per les persones),Sants,68488,41.37554573,Manteniment de l'espai urbà,4580809.652,427553.3106,2.133648807,12,EMAIL,146,Arbrat,91,8,Carrer,2014,8,TELÈFON,Sants,18,78,INCIDENCIA,13
6,Gràcia,2014,Disconforme servei de neteja carrers / places,el Coll,68671,41.41959186,Recollida i neteja de l'espai urbà,4585686.084,428966.0958,2.149969663,12,NO VOL RESPOSTA,6,Neteja carrers i/o places,16,8,Carrer,2014,8,TELÈFON,Font del Coll,29,79,QUEIXA,13
2,Eixample,2014,Càrrega / descàrrega,Sant Antoni,68678,,Prevenció i seguretat,,,,12,EMAIL,,Molèsties soroll a la via pública,169,8,,2014,8,TELÈFON,,10,80,QUEIXA,13
1,Ciutat Vella,2014,Disconforme servei de neteja carrers / places,"Sant Pere, Santa Caterina i la Ribera",68611,41.38462436,Recollida i neteja de l'espai urbà,4581777.489,431687.8584,2.182977587,12,CARTA,2,Neteja carrers i/o places,45,8,Carrer,2014,8,TELÈFON,Calders,4,81,QUEIXA,13
,,2014,Dades obertes,,75073,,Consultes web,,,,3,EMAIL,,Dades obertes,,9,,2014,9,WEB,,,10557,CONSULTA,9
7,Horta-Guinardó,2014,Vehicles motor abandonats,la Font d'en Fargues,68637,41.42726429,Mobilitat,4586526.82,430109.376,2.163552193,12,IMMEDIATA,8,Vehicles a motor,57,8,Carrer,2014,8,TELÈFON,Peris i Mencheta,36,83,INCIDENCIA,13
3,Sants-Montjuïc,2014,Recollida mobles abandonats al carrer,Sants,68583,41.37490545,Recollida i neteja de l'espai urbà,4580739.384,427471.178,2.132675142,12,IMMEDIATA,16,Recollida de mobles i trastos vells,96,8,Carrer,2014,8,TELÈFON,Càceres,18,84,INCIDENCIA,13
9,Sant Andreu,2014,Arbrat tractament plaga o malura,el Congrés i els Indians,68448,41.4242867,Manteniment de l'espai urbà,4586180.998,431703.2518,2.182664804,12,NO VOL RESPOSTA,28,Arbrat,74,8,Carrer,2014,8,TELÈFON,Cienfuegos,62,85,INCIDENCIA,13
7,Horta-Guinardó,2014,"Orins, excrements animals",el Carmel,68418,41.42209348,Recollida i neteja de l'espai urbà,4585959.875,429371.1635,2.154784441,12,EMAIL,98,Neteja carrers i/o places,63,8,Carrer,2014,8,TELÈFON,Ramon Rocafull,37,86,INCIDENCIA,13
7,Horta-Guinardó,2014,Contenidor escombraries incidències,la Teixonera,68422,41.42368649,Recollida i neteja de l'espai urbà,4586144.457,428585.5197,2.145361838,12,NO VOL RESPOSTA,67,Recollida brossa domiciliària,88,8,Carrer,2014,8,TELÈFON,Segur,38,87,INCIDENCIA,13
8,Nou Barris,2014,Bujol incidències,Vilapicina i la Torre Llobeta,68423,41.43010158,Recollida i neteja de l'espai urbà,4586828.431,431511.6984,2.180299289,12,IMMEDIATA,137,Recollida comercial,16,8,Passeig,2014,8,TELÈFON,Fabra i Puig,44,88,INCIDENCIA,13
7,Horta-Guinardó,2014,Contenidor escombraries incidències,el Guinardó,68424,41.41807402,Recollida i neteja de l'espai urbà,4585499.308,430850.5893,2.172539602,12,NO VOL RESPOSTA,133,Recollida brossa domiciliària,38,8,Carrer,2014,8,TELÈFON,Varsòvia,35,89,INCIDENCIA,13
7,Horta-Guinardó,2014,Bujol incidències,Horta,68426,41.4290073,Recollida i neteja de l'espai urbà,4586719.504,430196.4976,2.164572506,12,IMMEDIATA,25,Recollida comercial,122,8,Carrer,2014,8,TELÈFON,Duero,43,90,INCIDENCIA,13
7,Horta-Guinardó,2014,Contenidor escombraries incidències,el Carmel,68427,41.42778296,Recollida i neteja de l'espai urbà,4586589.68,429565.7066,2.157038932,12,NO VOL RESPOSTA,26,Recollida brossa domiciliària,72,8,Carrer,2014,8,TELÈFON,Beatriu,37,91,INCIDENCIA,13
5,Sarrià-Sant Gervasi,2014,Arbrat tractament plaga o malura,les Tres Torres,68437,41.39793065,Manteniment de l'espai urbà,4583297.25,427333.0912,2.130717229,12,NO VOL RESPOSTA,278,Arbrat,25,8,Via,2014,8,TELÈFON,Augusta,24,92,INCIDENCIA,13
10,Sant Martí,2014,Petició reg puntual,Provençals del Poblenou,68403,41.41652074,Recollida i neteja de l'espai urbà,4585301.16,433593.8461,2.205384809,12,SMS,183,Neteja carrers i/o places,103,8,Carrer,2014,8,TELÈFON,Josep Pla,71,93,INCIDENCIA,13
,,2014,Rec. mobles i trastos vells gratuïta gent gran/discapacitats,,68406,,Gestions municipals,,,,12,IMMEDIATA,,Recollida i neteja de l'espai urbà,,8,,2014,8,TELÈFON,,,94,PETICIO DE SERVEI,13
,,2014,Rec. mobles i trastos vells gratuïta gent gran/discapacitats,,68407,,Gestions municipals,,,,12,IMMEDIATA,,Recollida i neteja de l'espai urbà,,8,,2014,8,TELÈFON,,,95,PETICIO DE SERVEI,13
,,2014,Rec. mobles i trastos vells gratuïta gent gran/discapacitats,,68408,,Gestions municipals,,,,12,IMMEDIATA,,Recollida i neteja de l'espai urbà,,8,,2014,8,TELÈFON,,,96,PETICIO DE SERVEI,13
2,Eixample,2014,Contenidor escombraries incidències,l'Antiga Esquerra de l'Eixample,68400,41.39215266,Recollida i neteja de l'espai urbà,4582632.705,429664.6977,2.158683481,12,NO VOL RESPOSTA,115,Recollida brossa domiciliària,88,8,Carrer,2014,8,TELÈFON,Balmes,8,97,INCIDENCIA,13
5,Sarrià-Sant Gervasi,2014,Parcs jardins i zones verdes fuites aigua,Sant Gervasi - la Bonanova,68401,41.40788153,Manteniment de l'espai urbà,4584396.446,427898.2024,2.137345744,12,NO VOL RESPOSTA,1,Parcs jardins i zones verdes,35,8,Plaça,2014,8,TELÈFON,Rosa Sabater,25,98,INCIDENCIA,13
9,Sant Andreu,2014,Contenidors brossa neta incidències,Sant Andreu,68402,41.43274686,Recollida i neteja de l'espai urbà,4587111.892,432602.1203,2.19331712,12,SMS,53,Recollida brossa neta,16,8,Carrer,2014,8,TELÈFON,Segre,60,99,INCIDENCIA,13
