CODI_DISTRICTE,DISTRICTE,ANY_DATA_TANCAMENT,DETALL,BARRI,FITXA_ID,LATITUD,AREA,COORDENADA_Y,COORDENADA_X,LONGITUD,DIA_DATA_ALTA,CANALS_RESPOSTA,NUMERO,ELEMENT,SECCIO_CENSAL,MES_DATA_TANCAMENT,TIPUS_VIA,ANY_DATA_ALTA,MES_DATA_ALTA,SUPORT,CARRER,CODI_BARRI,_id,TIPUS,DIA_DATA_TANCAMENT
,,2016,Problemes / desacords àrea verda,,249655,,Mobilitat,,,,2,EMAIL,,Àrea verda,,1,,2016,1,WEB,,,102,QUEIXA,2
10,Sant Martí,2016,Contenidor escombraries desplaçat,el Poblenou,249623,41.40364792,Recollida i neteja de l'espai urbà,4583878.665,432861.7532,2.196783246,1,NO VOL RESPOSTA,176,Recollida brossa domiciliària,66,1,Carrer,2016,1,TELÈFON,Sancho de Ávila,68,22,INCIDENCIA,1
9,Sant Andreu,2016,Objectes a netejar / retirar,la Sagrera,249622,41.41778413,Recollida i neteja de l'espai urbà,4585452.597,432387.9344,2.190939326,1,SMS,1,Neteja carrers i/o places,64,1,Plaça,2016,1,TELÈFON,General Moragues,61,23,INCIDENCIA,1
,,2016,Rec. animals morts en espais privats,,249621,,Gestions municipals,,,,1,IMMEDIATA,,Recollida i neteja de l'espai urbà,,1,,2016,1,TELÈFON,,,24,PETICIO DE SERVEI,1
,,2016,Rec. animals morts en espais privats,,249620,,Gestions municipals,,,,1,IMMEDIATA,,Recollida i neteja de l'espai urbà,,1,,2016,1,TELÈFON,,,25,PETICIO DE SERVEI,1
3,Sants-Montjuïc,2016,Objectes a netejar / retirar,la Bordeta,249614,41.36640408,Recollida i neteja de l'espai urbà,4579791.779,427842.3014,2.137225456,1,NO VOL RESPOSTA,155,Neteja carrers i/o places,64,1,Gran Via,2016,1,TELÈFON,Corts Catalanes,16,26,INCIDENCIA,1
5,Sarrià-Sant Gervasi,2016,Fuita aigua neta de companyia o particular,les Tres Torres,249613,41.40127421,Manteniment de l'espai urbà,4583671.701,427013.2915,2.126846888,1,NO VOL RESPOSTA,106,Fuites d'aigua neta,29,1,Carrer,2016,1,TELÈFON,Doctor Roux,24,27,INCIDENCIA,1
8,Nou Barris,2016,Ascensor urbà incidències,la Trinitat Nova,249638,41.45200203,Manteniment de l'espai urbà,4589253.621,432190.8939,2.188155241,1,SMS,627,Ascensors urbans,106,1,Avinguda,2016,1,TELÈFON,Meridiana,53,28,INCIDENCIA,1
,,2016,Rec. bro. dom. recuperació objecte llançat per error,,249637,,Gestions municipals,,,,1,EMAIL,,Recollida i neteja de l'espai urbà,,1,,2016,1,TELÈFON,,,29,PETICIO DE SERVEI,1
7,Horta-Guinardó,2016,"Orins, excrements humans",el Guinardó,249636,41.42099614,Recollida i neteja de l'espai urbà,4585818.21,431432.6427,2.179467767,1,EMAIL,7,Neteja carrers i/o places,42,1,Carrer,2016,1,TELÈFON,Pare Roldós,35,30,INCIDENCIA,1
3,Sants-Montjuïc,2016,Vorera tapa,el Poble Sec,249635,41.37396408,Manteniment de l'espai urbà,4580604.91,430529.2477,2.169256245,1,SMS,69,Voreres,19,1,Carrer,2016,1,TELÈFON,Vila i Vilà,11,31,INCIDENCIA,1
1,Ciutat Vella,2016,Objectes a netejar / retirar,el Raval,249634,41.37744226,Recollida i neteja de l'espai urbà,4580993.354,430293.0963,2.166387919,1,SMS,23,Neteja carrers i/o places,9,1,Carrer,2016,1,MÒBIL,Reina Amàlia,1,32,INCIDENCIA,1
,,2016,Problemes / desacord procediment pagament,,249656,,Mobilitat,,,,2,EMAIL,,Àrea verda,,1,,2016,1,WEB,,,103,QUEIXA,2
1,Ciutat Vella,2016,Disconforme servei de neteja carrers / places,el Raval,249633,41.37748457,Recollida i neteja de l'espai urbà,4580998.107,430287.3043,2.166318114,1,SMS,21,Neteja carrers i/o places,9,1,Carrer,2016,1,MÒBIL,Reina Amàlia,1,33,QUEIXA,1
8,Nou Barris,2016,Objectes a netejar / retirar,la Guineueta,249631,41.43850353,Recollida i neteja de l'espai urbà,4587768.13,430793.4895,2.171596673,1,EMAIL,198,Neteja carrers i/o places,55,1,Passeig,2016,1,MÒBIL,Valldaura,48,34,INCIDENCIA,1
1,Ciutat Vella,2016,Objectes a netejar / retirar,el Raval,249632,41.37729804,Recollida i neteja de l'espai urbà,4580977.266,430300.9662,2.166483874,1,SMS,18,Neteja carrers i/o places,9,1,Carrer,2016,1,MÒBIL,Reina Amàlia,1,35,INCIDENCIA,1
9,Sant Andreu,2016,Disconforme servei de neteja carrers / places,el Bon Pastor,249668,41.43766633,Recollida i neteja de l'espai urbà,4587655.132,432920.8479,2.197071302,21,CARTA,1,Neteja carrers i/o places,8,1,Passeig,2015,12,TELÈFON,Havana,59,36,QUEIXA,2
7,Horta-Guinardó,2016,Objectes a netejar / retirar,Montbau,249669,41.43276921,Recollida i neteja de l'espai urbà,4587156.741,428198.8428,2.140614634,21,EMAIL,60,Neteja carrers i/o places,97,1,Carrer,2015,12,TELÈFON,Ceràmica,40,37,INCIDENCIA,2
2,Eixample,2016,Objectes a netejar / retirar,la Nova Esquerra de l'Eixample,249670,41.38128608,Recollida i neteja de l'espai urbà,4581438.277,428431.2228,2.144071926,21,EMAIL,6,Neteja carrers i/o places,129,1,Carrer,2015,12,TELÈFON,Nicaragua,9,38,INCIDENCIA,2
10,Sant Martí,2016,Disconforme servei de neteja carrers / places,Sant Martí de Provençals,249659,41.41756306,Recollida i neteja de l'espai urbà,4585421.066,433139.7813,2.199938729,21,EMAIL,220,Neteja carrers i/o places,120,1,Carrer,2015,12,TELÈFON,Treball,72,39,QUEIXA,2
10,Sant Martí,2016,Disconforme servei de neteja carrers / places,el Clot,249660,41.41354916,Recollida i neteja de l'espai urbà,4584984.617,432150.2694,2.188148139,21,EMAIL,12,Neteja carrers i/o places,28,1,Passatge,2015,12,TELÈFON,Ca dels Seguers,65,40,QUEIXA,2
8,Nou Barris,2016,Disconforme servei de neteja carrers / places,Can Peguera,249666,41.43497752,Recollida i neteja de l'espai urbà,4587378.918,430555.7581,2.168796039,21,EMAIL,1,Neteja carrers i/o places,48,1,Carrer,2015,12,WEB,Montagut,47,41,QUEIXA,2
7,Horta-Guinardó,2016,Disconforme servei de neteja carrers / places,el Guinardó,249663,41.4153504,Recollida i neteja de l'espai urbà,4585191.255,431444.7279,2.179683434,21,EMAIL,223,Neteja carrers i/o places,41,1,Carrer,2015,12,WEB,Sant Antoni Maria Claret,35,42,QUEIXA,2
,,2016,Programa / activitat,,256089,,Cultura,,,,20,EMAIL,,La Mercè,,1,,2016,1,WEB,,,6744,CONSULTA,20
10,Sant Martí,2016,"Orins, excrements animals",el Poblenou,249664,41.39916504,Recollida i neteja de l'espai urbà,4583375.742,433424.7452,2.203573353,21,CARTA,25,Neteja carrers i/o places,61,1,Rambla,2015,12,TELÈFON,Poblenou,68,43,INCIDENCIA,2
2,Eixample,2016,"Orins, excrements animals",la Nova Esquerra de l'Eixample,249665,41.38124222,Recollida i neteja de l'espai urbà,4581430.235,428753.1832,2.147922954,21,SMS,33,Neteja carrers i/o places,134,1,Carrer,2015,12,TELÈFON,València,9,44,INCIDENCIA,2
7,Horta-Guinardó,2016,Objectes a netejar / retirar,el Carmel,249639,41.42157976,Recollida i neteja de l'espai urbà,4585902.562,429399.2121,2.155126755,21,EMAIL,2,Neteja carrers i/o places,63,1,Carrer,2015,12,WEB,Alguer,37,45,INCIDENCIA,2
7,Horta-Guinardó,2016,Disconforme servei de neteja carrers / places,el Guinardó,249667,41.42217545,Recollida i neteja de l'espai urbà,4585952.497,431080.1951,2.17523521,21,EMAIL,60,Neteja carrers i/o places,46,1,Carrer,2015,12,TELÈFON,Varsòvia,35,46,QUEIXA,2
4,Les Corts,2016,Disconforme servei de neteja carrers / places,les Corts,249662,41.38758862,Recollida i neteja de l'espai urbà,4582145.344,427696.029,2.135195942,21,EMAIL,13,Neteja carrers i/o places,22,1,Carrer,2015,12,WEB,Aviació,19,47,QUEIXA,2
,,2016,Rec. bro. neta recuperació objecte llançat per error,,249717,,Gestions municipals,,,,22,CARTA,,Recollida i neteja de l'espai urbà,,1,,2015,12,TELÈFON,,,48,PETICIO DE SERVEI,2
5,Sarrià-Sant Gervasi,2016,Disconforme servei de neteja carrers / places,el Putxet i el Farró,249716,41.40354621,Recollida i neteja de l'espai urbà,4583906.122,428805.1411,2.148253234,22,EMAIL,8,Neteja carrers i/o places,82,1,Plaça,2015,12,TELÈFON,Mañé i Flaquer,27,49,QUEIXA,2
2,Eixample,2016,Contenidor escombraries incidències,la Dreta de l'Eixample,249715,41.39214735,Recollida i neteja de l'espai urbà,4582625.164,430384.3128,2.167291155,22,EMAIL,324,Recollida brossa domiciliària,78,1,Carrer,2015,12,TELÈFON,Consell de Cent,7,50,INCIDENCIA,2
8,Nou Barris,2016,"Orins, excrements animals",les Roquetes,249714,41.44476366,Recollida i neteja de l'espai urbà,4588461.921,430926.2559,2.173106408,22,SMS,4,Neteja carrers i/o places,73,1,Carrer,2015,12,TELÈFON,Josep Solé i Barberà,50,51,INCIDENCIA,2
6,Gràcia,2016,"Orins, excrements animals",Vallcarca i els Penitents,249713,41.40871215,Recollida i neteja de l'espai urbà,4584478.38,428938.9426,2.149786623,22,EMAIL,21,Neteja carrers i/o places,2,1,Carrer,2015,12,TELÈFON,Mare de Déu del Coll,28,52,INCIDENCIA,2
,,2016,Consultes web cultura popular,,259888,,Cultura,,,,19,EMAIL,,Cultura popular (web),,1,,2016,1,WEB,,,10233,CONSULTA,29
8,Nou Barris,2016,Objectes a netejar / retirar,Porta,249712,41.43550509,Recollida i neteja de l'espai urbà,4587428.769,431470.3949,2.17973693,22,EMAIL,0,Neteja carrers i/o places,27,1,Avinguda,2015,12,TELÈFON,Rio de Janeiro,45,53,INCIDENCIA,2
5,Sarrià-Sant Gervasi,2016,Disconforme servei de neteja carrers / places,el Putxet i el Farró,249711,41.40180697,Recollida i neteja de l'espai urbà,4583710.972,429013.2399,2.150765468,22,SMS,9,Neteja carrers i/o places,82,1,Avinguda,2015,12,TELÈFON,Príncep d'Astúries,27,54,QUEIXA,2
2,Eixample,2016,Disconforme servei de neteja carrers / places,la Nova Esquerra de l'Eixample,249697,41.38451163,Recollida i neteja de l'espai urbà,4581789.94,429089.0825,2.151897626,22,EMAIL,99,Neteja carrers i/o places,121,1,Avinguda,2015,12,WEB,Roma,9,55,QUEIXA,2
10,Sant Martí,2016,Disconforme servei de neteja carrers / places,el Clot,249709,41.41013122,Recollida i neteja de l'espai urbà,4584605.292,432132.8725,2.187982545,22,EMAIL,2,Neteja carrers i/o places,26,1,Carrer,2015,12,TELÈFON,Puiggener,65,56,QUEIXA,2
6,Gràcia,2016,Disconforme servei de neteja carrers / places,el Camp d'en Grassot i Gràcia Nova,249710,41.41041425,Recollida i neteja de l'espai urbà,4584658.421,429855.8034,2.160734441,22,CARTA,32,Neteja carrers i/o places,85,1,Passeig,2015,12,TELÈFON,Amunt,32,57,QUEIXA,2
9,Sant Andreu,2016,Contenidor escombraries incidències,la Trinitat Vella,249696,41.44939373,Recollida i neteja de l'espai urbà,4588962.105,432395.675,2.190639385,22,SMS,23,Recollida brossa domiciliària,5,1,Carrer,2015,12,INSTÀNCIA,Galícia,57,58,INCIDENCIA,2
1,Ciutat Vella,2016,Contenidors brossa neta incidències,el Raval,249695,41.38282351,Recollida i neteja de l'espai urbà,4581588.056,430581.8012,2.169772019,22,EMAIL,17,Recollida brossa neta,20,1,Carrer,2015,12,TELÈFON,Pintor Fortuny,1,59,INCIDENCIA,2
10,Sant Martí,2016,"Orins, excrements animals",el Poblenou,249694,41.40236854,Recollida i neteja de l'espai urbà,4583733.496,433199.2726,2.200836844,22,SMS,3,Neteja carrers i/o places,64,1,Passatge,2015,12,TELÈFON,Cantí,68,60,INCIDENCIA,2
3,Sants-Montjuïc,2016,Disconforme servei de neteja carrers / places,la Font de la Guatlla,249693,41.36894461,Recollida i neteja de l'espai urbà,4580070.29,428201.071,2.14148175,22,CARTA,208,Neteja carrers i/o places,41,1,Gran Via,2015,12,TELÈFON,Corts Catalanes,14,61,QUEIXA,2
2,Eixample,2016,"Orins, excrements animals",la Sagrada Família,249692,41.40558101,Recollida i neteja de l'espai urbà,4584105.213,431588.3259,2.181524313,22,EMAIL,203,Neteja carrers i/o places,29,1,Carrer,2015,12,TELÈFON,Cartagena,6,62,INCIDENCIA,2
2,Eixample,2016,Disconforme servei de neteja carrers / places,el Fort Pienc,249701,41.39822033,Recollida i neteja de l'espai urbà,4583287.681,431618.5297,2.181977985,22,CARTA,153,Neteja carrers i/o places,9,1,Carrer,2015,12,TELÈFON,Marina,5,63,QUEIXA,2
2,Eixample,2016,Disconforme servei de neteja carrers / places,la Sagrada Família,249700,41.40908067,Recollida i neteja de l'espai urbà,4584495.597,431395.8866,2.179177946,22,EMAIL,281,Neteja carrers i/o places,38,1,Carrer,2015,12,TELÈFON,Dos de Maig,6,64,QUEIXA,2
,,2016,Incidències app àreadum,,249682,,Mobilitat,,,,23,EMAIL,,Àreadum distribució urbana de mercaderies,,1,,2015,12,TELÈFON,,,65,INCIDENCIA,2
7,Horta-Guinardó,2016,Paperera nova/canvi de lloc,el Carmel,249643,41.42039913,Manteniment de l'espai urbà,4585767.838,429773.1907,2.159617303,27,EMAIL,142,Papereres,59,1,Carrer,2015,12,WEB,Doctor Bové,37,66,SUGGERIMENT,2
,,2016,Companyies operadores estació del Nord,,249672,,Transports públics,,,,29,CARTA,,Estació del Nord,,1,,2015,12,FULLS QUEIXES I SUGGERIMENTS,,,67,QUEIXA,2
,,2016,Companyies operadores estació del Nord,,249673,,Transports públics,,,,29,CARTA,,Estació del Nord,,1,,2015,12,FULLS QUEIXES I SUGGERIMENTS,,,68,QUEIXA,2
7,Horta-Guinardó,2016,Paperera incidències,Sant Genís dels Agudells,249645,41.42472807,Manteniment de l'espai urbà,4586263.964,428195.523,2.140680944,30,NO VOL RESPOSTA,1,Papereres,89,1,Carrer,2015,12,TELÈFON,Judea,39,69,INCIDENCIA,2
8,Nou Barris,2016,Paperera incidències,la Trinitat Nova,249646,41.4484184,Manteniment de l'espai urbà,4588856.767,432080.7787,2.186881649,30,NO VOL RESPOSTA,11,Papereres,105,1,Carrer,2015,12,TELÈFON,Platja d'Aro,53,70,INCIDENCIA,2
,,2016,Seguretat,,249640,,Mobilitat,,,,31,CARTA,,Aparcaments municipals,,1,,2015,12,FULLS QUEIXES I SUGGERIMENTS,,,71,QUEIXA,2
8,Nou Barris,2016,Semàfor incidències,la Trinitat Nova,249683,41.45204901,Manteniment de l'espai urbà,4589260.262,432039.2367,2.186338954,31,EMAIL,107,Semàfors,107,1,Carrer,2015,12,MÒBIL,Aiguablava,53,72,INCIDENCIA,2
10,Sant Martí,2016,Semàfor incidències,Diagonal Mar i el Front Marítim del Poblenou,249685,41.4039841,Manteniment de l'espai urbà,4583903.562,434215.8194,2.212978599,31,EMAIL,3,Semàfors,78,1,Carrer,2015,12,MÒBIL,Provençals,69,73,INCIDENCIA,2
7,Horta-Guinardó,2016,"Orins, excrements animals",el Carmel,249644,41.42505599,Recollida i neteja de l'espai urbà,4586287.403,429514.5082,2.156461491,31,NO VOL RESPOSTA,4,Neteja carrers i/o places,75,1,Carrer,2015,12,TELÈFON,Lluís Marià Vidal,37,74,INCIDENCIA,2
10,Sant Martí,2016,Semàfor incidències,el Parc i la Llacuna del Poblenou,249684,41.39507547,Manteniment de l'espai urbà,4582929.263,432605.2946,2.193821047,31,EMAIL,56,Semàfors,43,1,Carrer,2015,12,MÒBIL,Pamplona,66,75,INCIDENCIA,2
,,2016,Incidències app àreadum,,249657,,Mobilitat,,,,31,EMAIL,,Àreadum distribució urbana de mercaderies,,1,,2015,12,TELÈFON,,,76,INCIDENCIA,2
,,2016,Incidències apparkb,,249658,,Mobilitat,,,,31,EMAIL,,Àrea verda,,1,,2015,12,WEB,,,77,INCIDENCIA,2
,,2016,No aplicació tarifa 0 (àrea verda gratuïta),,249652,,Mobilitat,,,,1,EMAIL,,Àrea verda,,1,,2016,1,WEB,,,78,QUEIXA,2
,,2016,No aplicació tarifa 0 (àrea verda gratuïta),,249653,,Mobilitat,,,,1,EMAIL,,Àrea verda,,1,,2016,1,WEB,,,79,QUEIXA,2
,,2016,No aplicació tarifa 0 (àrea verda gratuïta),,249650,,Mobilitat,,,,1,EMAIL,,Àrea verda,,1,,2016,1,WEB,,,80,QUEIXA,2
,,2016,No aplicació tarifa 0 (àrea verda gratuïta),,249649,,Mobilitat,,,,1,EMAIL,,Àrea verda,,1,,2016,1,WEB,,,81,QUEIXA,2
,,2016,Problemes / desacord procediment pagament,,249648,,Mobilitat,,,,1,EMAIL,,Àrea verda,,1,,2016,1,TELÈFON,,,82,QUEIXA,2
7,Horta-Guinardó,2016,Semàfor incidències,el Guinardó,249671,41.41576321,Manteniment de l'espai urbà,4585236.645,431491.5623,2.180238648,1,IMMEDIATA,239,Semàfors,35,1,Carrer,2016,1,TELÈFON,Sant Antoni Maria Claret,35,83,INCIDENCIA,2
,,2016,No aplicació tarifa 0 (àrea verda gratuïta),,249651,,Mobilitat,,,,1,EMAIL,,Àrea verda,,1,,2016,1,WEB,,,84,QUEIXA,2
,,2016,No aplicació tarifa 0 (àrea verda gratuïta),,249642,,Mobilitat,,,,1,EMAIL,,Àrea verda,,1,,2016,1,WEB,,,85,QUEIXA,2
,,2016,Rec. animals morts en espais privats,,249647,,Gestions municipals,,,,1,IMMEDIATA,,Recollida i neteja de l'espai urbà,,1,,2016,1,TELÈFON,,,86,PETICIO DE SERVEI,2
,,2016,No aplicació tarifa 0 (àrea verda gratuïta),,249641,,Mobilitat,,,,1,EMAIL,,Àrea verda,,1,,2016,1,WEB,,,87,QUEIXA,2
1,Ciutat Vella,2016,Objectes a netejar / retirar,el Raval,249703,41.37755546,Recollida i neteja de l'espai urbà,4581006.072,430277.5944,2.16620109,2,EMAIL,17,Neteja carrers i/o places,9,1,Carrer,2016,1,MÒBIL,Reina Amàlia,1,88,INCIDENCIA,2
1,Ciutat Vella,2016,Objectes a netejar / retirar,el Raval,249704,41.37755546,Recollida i neteja de l'espai urbà,4581006.072,430277.5944,2.16620109,2,EMAIL,17,Neteja carrers i/o places,9,1,Carrer,2016,1,MÒBIL,Reina Amàlia,1,89,INCIDENCIA,2
1,Ciutat Vella,2016,Objectes a netejar / retirar,el Raval,249705,41.37782846,Recollida i neteja de l'espai urbà,4581036.742,430240.1645,2.165749989,2,EMAIL,7,Neteja carrers i/o places,9,1,Carrer,2016,1,MÒBIL,Reina Amàlia,1,90,INCIDENCIA,2
1,Ciutat Vella,2016,Objectes a netejar / retirar,el Raval,249706,41.37782846,Recollida i neteja de l'espai urbà,4581036.742,430240.1645,2.165749989,2,EMAIL,7,Neteja carrers i/o places,9,1,Carrer,2016,1,MÒBIL,Reina Amàlia,1,91,INCIDENCIA,2
1,Ciutat Vella,2016,Objectes a netejar / retirar,el Raval,249707,41.37816342,Recollida i neteja de l'espai urbà,4581074.239,430208.4138,2.165366006,2,EMAIL,47,Neteja carrers i/o places,9,1,Carrer,2016,1,MÒBIL,Cera,1,92,INCIDENCIA,2
1,Ciutat Vella,2016,Objectes a netejar / retirar,el Raval,249708,41.37800719,Recollida i neteja de l'espai urbà,4581057.025,430194.6966,2.165203962,2,EMAIL,51,Neteja carrers i/o places,9,1,Carrer,2016,1,MÒBIL,Cera,1,93,INCIDENCIA,2
,,2016,No aplicació tarifa 0 (àrea verda gratuïta),,249654,,Mobilitat,,,,2,EMAIL,,Àrea verda,,1,,2016,1,WEB,,,94,QUEIXA,2
2,Eixample,2016,Objectes a netejar / retirar,la Sagrada Família,249674,41.40788468,Recollida i neteja de l'espai urbà,4584362.768,431400.0536,2.179242855,2,SMS,536,Neteja carrers i/o places,32,1,Carrer,2016,1,MÒBIL,Provença,6,95,INCIDENCIA,2
2,Eixample,2016,Objectes a netejar / retirar,la Nova Esquerra de l'Eixample,249675,41.38249228,Recollida i neteja de l'espai urbà,4581561.815,429490.6493,2.156726456,2,NO VOL RESPOSTA,134,Neteja carrers i/o places,144,1,Carrer,2016,1,TELÈFON,Diputació,9,96,INCIDENCIA,2
